,objectName,spec1,spec2,I01,I02,I1,I2
0,000951.17+092710.5,"Spectra(plate='4534', mjd='55863', fiber='0968')","Spectra(plate='5648', mjd='55923', fiber='0386')",3.790716,3.5910115,3.3798451,3.2896967
1,001025.20-030959.3,"Spectra(plate='9342', mjd='57722', fiber='0981')","Spectra(plate='4365', mjd='55539', fiber='0206')",11.0518875,8.162217,6.191407,6.194312
2,001126.16+073525.2,"Spectra(plate='11309', mjd='58428', fiber='0984')","Spectra(plate='11311', mjd='58429', fiber='0504')",5.2710295,4.4865947,3.9182763,3.7553456
3,001249.89+285552.6,"Spectra(plate='7135', mjd='56564', fiber='0944')","Spectra(plate='7746', mjd='58074', fiber='0103')",8.510925,9.257643,3.3161557,3.3672118
4,002051.90+250100.1,"Spectra(plate='7662', mjd='57358', fiber='0253')","Spectra(plate='6279', mjd='56243', fiber='0860')",8.201893,7.4733787,1.9538168,1.8759246
5,002111.05+202128.5,"Spectra(plate='7592', mjd='56947', fiber='0922')","Spectra(plate='6180', mjd='56301', fiber='0610')",5.3878355,3.8924181,2.926632,2.7096171
6,002142.87+354659.6,"Spectra(plate='7132', mjd='56565', fiber='0506')","Spectra(plate='7743', mjd='58107', fiber='0726')",4.2420745,4.1459007,1.6597477,1.6677366
7,002244.63+342220.0,"Spectra(plate='7131', mjd='56570', fiber='0062')","Spectra(plate='7744', mjd='58396', fiber='0961')",7.092598,5.3519745,1.177699,1.1691658
8,002500.40-041732.2,"Spectra(plate='9341', mjd='57743', fiber='0404')","Spectra(plate='7037', mjd='56570', fiber='0922')",9.293078,6.813319,4.1968617,4.2289734
9,002508.07-023325.1,"Spectra(plate='9341', mjd='57743', fiber='0662')","Spectra(plate='4367', mjd='55566', fiber='0270')",6.9310875,5.058857,3.0890448,3.1086133
10,002945.97-032201.4,"Spectra(plate='7902', mjd='57362', fiber='0929')","Spectra(plate='9346', mjd='57751', fiber='0604')",21.739109,25.405201,1.7468948,1.7450525
11,003150.73+062901.1,"Spectra(plate='4418', mjd='55862', fiber='0752')","Spectra(plate='2327', mjd='53710', fiber='0292')",9.00918,5.2456675,5.446385,5.050844
12,003713.64+241121.5,"Spectra(plate='7672', mjd='57339', fiber='0394')","Spectra(plate='6283', mjd='56239', fiber='0922')",3.007683,4.0521545,1.3711013,1.3862946
13,004111.17+303359.0,"Spectra(plate='6529', mjd='56535', fiber='0374')","Spectra(plate='7715', mjd='57364', fiber='0084')",12.150806,12.127101,10.522806,10.504126
14,004244.99+201920.5,"Spectra(plate='7616', mjd='56902', fiber='0196')","Spectra(plate='6194', mjd='56190', fiber='0814')",16.167501,18.543686,13.95898,14.405193
15,004258.76+190343.9,"Spectra(plate='7618', mjd='56898', fiber='0556')","Spectra(plate='6193', mjd='56237', fiber='0968')",7.3076096,9.19768,3.332957,3.3465302
16,004317.05+304343.2,"Spectra(plate='7718', mjd='57362', fiber='0636')","Spectra(plate='6254', mjd='56268', fiber='0555')",4.39972,3.6258879,2.6691031,2.6607637
17,004621.15+241056.4,"Spectra(plate='7675', mjd='57327', fiber='0516')","Spectra(plate='2058', mjd='53349', fiber='0006')",18.510466,15.602423,9.147756,9.122202
18,004708.76+132855.6,"Spectra(plate='6202', mjd='56266', fiber='0927')","Spectra(plate='6203', mjd='56266', fiber='0304')",3.794119,5.6073294,3.2471483,3.194665
19,005011.77+184731.7,"Spectra(plate='6199', mjd='56220', fiber='0935')","Spectra(plate='7619', mjd='56900', fiber='0367')",12.036105,15.259237,2.3041484,2.3291545
20,005419.98+002727.9,"Spectra(plate='7872', mjd='57279', fiber='0642')","Spectra(plate='9412', mjd='58096', fiber='0012')",11.74301,10.930785,8.301587,8.288601
21,005419.98+002727.9,"Spectra(plate='7872', mjd='57279', fiber='0642')","Spectra(plate='9412', mjd='58096', fiber='0012')",11.74301,12.291253,8.601546,8.619956
22,005757.32+141900.0,"Spectra(plate='5704', mjd='56187', fiber='0256')","Spectra(plate='0420', mjd='51871', fiber='0012')",6.949888,5.0455475,5.3323107,5.4360666
23,011146.34-033039.0,"Spectra(plate='7915', mjd='57309', fiber='0986')","Spectra(plate='9332', mjd='58072', fiber='0174')",10.634715,12.140006,3.3682249,3.3601055
24,012221.70-030004.6,"Spectra(plate='9334', mjd='57712', fiber='0592')","Spectra(plate='4352', mjd='55533', fiber='0442')",6.1296177,5.3431163,1.4827901,1.4587586
25,012451.54+084742.5,"Spectra(plate='4552', mjd='55884', fiber='0408')","Spectra(plate='4556', mjd='55912', fiber='0836')",4.0364795,3.506428,1.3912472,1.3926998
26,013726.11+150453.9,"Spectra(plate='5130', mjd='55835', fiber='0453')","Spectra(plate='0426', mjd='51882', fiber='0416')",9.996823,8.474272,0.84599084,0.8358894
27,013727.60-015416.3,"Spectra(plate='7845', mjd='56980', fiber='0570')","Spectra(plate='9379', mjd='58081', fiber='0138')",8.207109,5.922058,2.1414251,2.1579585
28,014206.86+025713.0,"Spectra(plate='7842', mjd='56899', fiber='0824')","Spectra(plate='9433', mjd='58131', fiber='0085')",10.173834,10.78603,4.0961156,4.0784926
29,014345.09-040046.4,"Spectra(plate='9331', mjd='57711', fiber='0775')","Spectra(plate='7050', mjd='56573', fiber='0636')",10.3869705,13.100077,8.246555,8.366477
30,014724.00+222545.4,"Spectra(plate='5108', mjd='55888', fiber='0830')","Spectra(plate='7638', mjd='56981', fiber='0217')",7.1462884,5.508221,1.1747024,1.1586871
31,015006.47-080203.5,"Spectra(plate='7164', mjd='56597', fiber='0258')","Spectra(plate='0664', mjd='52174', fiber='0601')",9.47699,11.028807,9.459494,9.878969
32,020107.78+045406.9,"Spectra(plate='8736', mjd='57400', fiber='0595')","Spectra(plate='9425', mjd='58112', fiber='0621')",9.583816,9.770485,5.5522404,5.808718
33,021646.94-092107.3,"Spectra(plate='4395', mjd='55828', fiber='0336')","Spectra(plate='0668', mjd='52162', fiber='0260')",12.484707,11.361462,4.0314107,4.0153775
34,022557.57+000856.3,"Spectra(plate='3615', mjd='56544', fiber='0672')","Spectra(plate='3647', mjd='55241', fiber='0658')",2.6157913,2.1733103,2.185107,2.0331318
35,022647.42+001254.4,"Spectra(plate='6780', mjd='56577', fiber='0695')","Spectra(plate='9373', mjd='58096', fiber='0619')",4.6444116,4.166612,2.086218,2.0060167
36,022647.42+001254.4,"Spectra(plate='6780', mjd='56577', fiber='0695')","Spectra(plate='9373', mjd='58096', fiber='0619')",4.6444116,4.072327,3.1325684,3.0160098
37,024217.89-024322.9,"Spectra(plate='9314', mjd='57716', fiber='0846')","Spectra(plate='7826', mjd='56931', fiber='0354')",6.673375,5.647972,3.9512815,3.8822227
38,024304.68+000005.4,"Spectra(plate='7822', mjd='57041', fiber='0529')","Spectra(plate='3651', mjd='55247', fiber='0320')",12.946732,14.52211,1.2701198,1.2583303
39,024304.68+000005.4,"Spectra(plate='7822', mjd='57041', fiber='0529')","Spectra(plate='3651', mjd='55247', fiber='0320')",12.946732,13.964763,2.8863406,2.8650577
40,024914.90-005824.8,"Spectra(plate='9311', mjd='57743', fiber='0839')","Spectra(plate='4241', mjd='55450', fiber='0248')",4.169499,2.758366,1.7873838,1.7868463
41,024914.90-005824.8,"Spectra(plate='9311', mjd='57743', fiber='0839')","Spectra(plate='4241', mjd='55450', fiber='0248')",4.169499,3.6436014,1.6913526,1.7247034
42,025103.50-075555.9,"Spectra(plate='7058', mjd='56593', fiber='0200')","Spectra(plate='0457', mjd='51901', fiber='0276')",8.529581,8.802967,8.181525,8.135594
43,025329.82-044421.7,"Spectra(plate='7056', mjd='56577', fiber='0628')","Spectra(plate='7054', mjd='56575', fiber='0232')",4.759516,3.5204625,3.2339382,3.1520207
44,025625.62-011911.6,"Spectra(plate='9372', mjd='58074', fiber='0211')","Spectra(plate='7820', mjd='56984', fiber='0250')",9.907515,8.044837,6.335659,6.0616717
45,025630.38-021844.1,"Spectra(plate='9312', mjd='57784', fiber='0818')","Spectra(plate='7823', mjd='56978', fiber='0938')",10.393228,8.452457,2.508594,2.4419127
46,075830.75+430146.8,"Spectra(plate='6376', mjd='56269', fiber='0091')","Spectra(plate='3676', mjd='55186', fiber='0060')",3.7643218,4.008021,2.8799107,2.8761852
47,080621.45+191441.0,"Spectra(plate='4487', mjd='55866', fiber='0852')","Spectra(plate='1923', mjd='53319', fiber='0563')",4.6053705,6.652309,2.846898,2.9017608
48,080931.57+471824.6,"Spectra(plate='7378', mjd='56715', fiber='0444')","Spectra(plate='0438', mjd='51884', fiber='0598')",8.263742,11.742729,0.6955065,0.6933102
49,080931.57+471824.6,"Spectra(plate='7378', mjd='56715', fiber='0444')","Spectra(plate='0438', mjd='51884', fiber='0598')",8.263742,8.368977,0.6955065,0.5598004
50,081822.63+434633.8,"Spectra(plate='8278', mjd='56990', fiber='0076')","Spectra(plate='8279', mjd='57063', fiber='0494')",10.836155,9.509502,7.1573973,6.935233
51,081941.18+285904.2,"Spectra(plate='10657', mjd='58157', fiber='0566')","Spectra(plate='1207', mjd='52672', fiber='0268')",13.250235,15.486765,6.226036,6.2718377
52,082035.23+361442.6,"Spectra(plate='8857', mjd='57449', fiber='0410')","Spectra(plate='0826', mjd='52295', fiber='0407')",10.614393,7.942075,6.9714975,7.2080054
53,082625.22+261252.7,"Spectra(plate='4461', mjd='55888', fiber='0929')","Spectra(plate='1586', mjd='52945', fiber='0379')",13.779378,19.915981,5.0057526,4.8148127
54,082734.23+582444.5,"Spectra(plate='5152', mjd='56010', fiber='0772')","Spectra(plate='1873', mjd='54437', fiber='0553')",12.933278,11.968327,7.2967978,7.276309
55,082804.54+445256.8,"Spectra(plate='8279', mjd='57063', fiber='0827')","Spectra(plate='0548', mjd='51986', fiber='0157')",15.704687,16.664513,4.7604995,4.949761
56,082804.54+445256.8,"Spectra(plate='8279', mjd='57063', fiber='0827')","Spectra(plate='0548', mjd='51986', fiber='0157')",15.704687,13.830805,2.4103007,2.4103198
57,083113.53+455420.0,"Spectra(plate='6394', mjd='56330', fiber='0811')","Spectra(plate='5160', mjd='55895', fiber='0409')",7.315178,10.902218,1.4392449,1.443185
58,083704.16+332310.5,"Spectra(plate='4445', mjd='55869', fiber='0832')","Spectra(plate='4445', mjd='55622', fiber='0838')",10.830438,8.059544,1.3269519,1.3006856
59,084108.90+102610.9,"Spectra(plate='5284', mjd='55866', fiber='0892')","Spectra(plate='5287', mjd='55952', fiber='0422')",24.286068,21.479986,18.113758,18.281988
60,084114.66+233930.9,"Spectra(plate='4472', mjd='55893', fiber='0828')","Spectra(plate='9600', mjd='58106', fiber='0260')",6.54643,6.0641775,1.9442314,1.981943
61,084133.01+240646.8,"Spectra(plate='9600', mjd='58106', fiber='0274')","Spectra(plate='1931', mjd='53358', fiber='0235')",7.592039,7.0162544,3.7675402,3.76164
62,084258.83+361444.2,"Spectra(plate='8859', mjd='57452', fiber='0427')","Spectra(plate='0864', mjd='52320', fiber='0061')",8.353128,12.352455,8.350295,8.586566
63,084258.83+361444.2,"Spectra(plate='8859', mjd='57452', fiber='0427')","Spectra(plate='0864', mjd='52320', fiber='0061')",8.353128,10.270613,8.196005,8.521085
64,084317.60+080459.7,"Spectra(plate='5289', mjd='55893', fiber='0480')","Spectra(plate='1298', mjd='52964', fiber='0373')",13.046423,15.565574,13.128241,12.574283
65,084348.68+445226.9,"Spectra(plate='8280', mjd='57061', fiber='0902')","Spectra(plate='0763', mjd='52235', fiber='0125')",7.542375,9.864126,6.5264387,6.543326
66,084932.42+402247.2,"Spectra(plate='4606', mjd='56223', fiber='0048')","Spectra(plate='0829', mjd='52296', fiber='0117')",5.776137,6.1446886,2.5283391,2.6295543
67,085124.67+262938.1,"Spectra(plate='5181', mjd='56298', fiber='0172')","Spectra(plate='9604', mjd='58133', fiber='0553')",8.452326,6.783841,6.075744,4.9897165
68,085641.56+424254.0,"Spectra(plate='4604', mjd='55983', fiber='0760')","Spectra(plate='8296', mjd='57375', fiber='0702')",10.575853,9.81904,1.2310606,1.2260224
69,085723.97+413603.7,"Spectra(plate='4604', mjd='55983', fiber='0228')","Spectra(plate='0830', mjd='52293', fiber='0113')",10.485548,7.9305773,5.6295085,5.584874
70,085830.15+202514.4,"Spectra(plate='9564', mjd='57817', fiber='0813')","Spectra(plate='2282', mjd='53683', fiber='0098')",10.472939,8.375697,2.8235874,2.7600691
71,090002.20+180404.3,"Spectra(plate='9556', mjd='57805', fiber='0468')","Spectra(plate='2283', mjd='53729', fiber='0141')",7.748459,5.299806,3.2624,3.1601143
72,090002.20+180404.3,"Spectra(plate='9556', mjd='57805', fiber='0468')","Spectra(plate='2283', mjd='53729', fiber='0141')",7.748459,4.1939073,3.3788342,3.0057323
73,090306.66+272532.9,"Spectra(plate='5780', mjd='56274', fiber='0856')","Spectra(plate='10661', mjd='58171', fiber='0162')",7.074565,5.6730165,1.49891,1.525146
74,090410.43+211531.0,"Spectra(plate='5773', mjd='56009', fiber='0038')","Spectra(plate='5772', mjd='56003', fiber='0514')",8.612059,8.277613,6.941648,7.0815425
75,090430.48+343108.9,"Spectra(plate='5812', mjd='56354', fiber='0914')","Spectra(plate='1211', mjd='52964', fiber='0021')",7.2058363,4.251156,1.301481,1.2146802
76,090638.18+172223.4,"Spectra(plate='5297', mjd='55913', fiber='0936')","Spectra(plate='2437', mjd='53848', fiber='0345')",32.073147,28.829613,2.4519038,2.4318633
77,090646.97+525129.9,"Spectra(plate='5729', mjd='56598', fiber='0538')","Spectra(plate='0552', mjd='51992', fiber='0582')",9.212994,12.101215,8.117409,8.51515
78,090727.57+445143.1,"Spectra(plate='8282', mjd='57041', fiber='0904')","Spectra(plate='4687', mjd='56338', fiber='0504')",9.087473,7.859706,7.6860795,7.6259956
79,090822.49+450014.3,"Spectra(plate='4687', mjd='56369', fiber='0546')","Spectra(plate='4687', mjd='56338', fiber='0558')",6.0072904,8.6381445,3.6841733,4.1553526
80,090910.10+563026.6,"Spectra(plate='7279', mjd='57071', fiber='0998')","Spectra(plate='0450', mjd='51908', fiber='0538')",6.81466,10.882549,5.7372155,6.022663
81,091035.45+574643.3,"Spectra(plate='7278', mjd='57041', fiber='0878')","Spectra(plate='5723', mjd='56597', fiber='0726')",12.3990345,11.576253,1.6464124,1.6478267
82,091035.45+574643.3,"Spectra(plate='7278', mjd='57041', fiber='0878')","Spectra(plate='5723', mjd='56597', fiber='0726')",12.3990345,13.856093,1.863664,1.8729682
83,091537.68+220134.5,"Spectra(plate='5775', mjd='56009', fiber='0204')","Spectra(plate='9562', mjd='57817', fiber='0704')",6.2265863,4.4356933,5.006891,4.9650426
84,091553.58+320619.8,"Spectra(plate='5808', mjd='56325', fiber='0560')","Spectra(plate='10443', mjd='58155', fiber='0716')",14.354599,16.779364,7.892167,7.8407245
85,091944.84+383155.8,"Spectra(plate='8831', mjd='57448', fiber='0110')","Spectra(plate='1213', mjd='52972', fiber='0563')",7.7117157,9.049041,4.7710795,4.754982
86,092104.36+302030.3,"Spectra(plate='5808', mjd='56325', fiber='0288')","Spectra(plate='1938', mjd='53379', fiber='0117')",6.3139167,8.274015,2.416326,2.5843728
87,092153.24+442941.3,"Spectra(plate='4696', mjd='56354', fiber='0496')","Spectra(plate='4687', mjd='56338', fiber='0976')",9.983101,7.880279,2.5271158,2.367634
88,092316.93+033146.9,"Spectra(plate='4795', mjd='55889', fiber='0076')","Spectra(plate='0568', mjd='52254', fiber='0275')",5.6877637,9.984413,6.4085116,6.374056
89,092434.54+423615.1,"Spectra(plate='4639', mjd='55944', fiber='0186')","Spectra(plate='1201', mjd='52674', fiber='0628')",6.94537,9.967324,2.7219849,2.6880276
90,092639.34+383656.8,"Spectra(plate='8832', mjd='57445', fiber='0412')","Spectra(plate='4642', mjd='55926', fiber='0926')",13.810579,9.846064,8.651278,8.603712
91,092653.29+304941.7,"Spectra(plate='5807', mjd='56329', fiber='0434')","Spectra(plate='10440', mjd='58138', fiber='0832')",6.830224,6.178086,5.4903708,5.7071033
92,092732.29+130704.3,"Spectra(plate='5308', mjd='55976', fiber='0928')","Spectra(plate='2578', mjd='54093', fiber='0467')",5.028652,4.1358685,4.0375853,3.9298384
93,093251.73+263532.0,"Spectra(plate='11676', mjd='58512', fiber='0966')","Spectra(plate='11704', mjd='58514', fiber='0516')",7.0448575,9.774428,2.5021596,2.5111465
94,094034.62+551632.7,"Spectra(plate='5710', mjd='56658', fiber='0200')","Spectra(plate='0556', mjd='51991', fiber='0151')",10.901424,7.010248,3.6248374,3.7652748
95,094034.62+551632.7,"Spectra(plate='5710', mjd='56658', fiber='0200')","Spectra(plate='0556', mjd='51991', fiber='0151')",10.901424,9.16481,3.5772884,3.5726352
96,094310.53+160621.6,"Spectra(plate='9583', mjd='57809', fiber='0294')","Spectra(plate='5317', mjd='56000', fiber='0138')",4.0220003,5.3494525,4.1821265,4.410052
97,094319.27+210648.2,"Spectra(plate='5786', mjd='56251', fiber='0190')","Spectra(plate='9618', mjd='58084', fiber='0042')",7.7147007,6.5297985,4.5204473,4.5601254
98,094449.38+204328.2,"Spectra(plate='5786', mjd='56251', fiber='0090')","Spectra(plate='9580', mjd='57865', fiber='0776')",25.538757,20.533737,10.476736,10.48843
99,094541.36+244436.4,"Spectra(plate='5788', mjd='56255', fiber='0852')","Spectra(plate='9622', mjd='58130', fiber='0519')",16.503641,21.352125,14.347991,14.432196
100,094554.99+230538.7,"Spectra(plate='5788', mjd='56255', fiber='0178')","Spectra(plate='9617', mjd='58084', fiber='0562')",12.114805,10.067537,8.553362,8.295441
101,094749.08+243442.9,"Spectra(plate='5790', mjd='56271', fiber='0364')","Spectra(plate='9622', mjd='58130', fiber='0438')",6.3022223,3.3861375,1.2894679,1.2604719
102,094927.88+111518.2,"Spectra(plate='5321', mjd='55945', fiber='0726')","Spectra(plate='1743', mjd='53054', fiber='0283')",5.8113184,5.971595,3.736763,3.7167633
103,095150.97+185512.2,"Spectra(plate='9546', mjd='57864', fiber='0856')","Spectra(plate='2362', mjd='53759', fiber='0053')",5.056508,7.456934,2.1322434,2.1434352
104,095321.17+251146.4,"Spectra(plate='5790', mjd='56271', fiber='0066')","Spectra(plate='9622', mjd='58130', fiber='0797')",8.342575,7.3624964,3.453484,3.5353215
105,095340.00+190705.8,"Spectra(plate='9546', mjd='57864', fiber='0930')","Spectra(plate='2370', mjd='53764', fiber='0601')",6.3182354,5.5640664,6.2499423,6.17831
106,095340.00+190705.8,"Spectra(plate='9546', mjd='57864', fiber='0930')","Spectra(plate='2370', mjd='53764', fiber='0601')",6.3182354,5.656068,5.8748555,5.860377
107,095349.60+320548.4,"Spectra(plate='5799', mjd='56325', fiber='0820')","Spectra(plate='10448', mjd='58158', fiber='0835')",8.115444,6.3033395,5.8918705,5.807073
108,095415.22+140338.5,"Spectra(plate='9587', mjd='57784', fiber='0041')","Spectra(plate='5323', mjd='55957', fiber='0786')",9.468405,7.812656,6.4803677,6.2047787
109,095728.86+165527.9,"Spectra(plate='5326', mjd='56002', fiber='0370')","Spectra(plate='2583', mjd='54095', fiber='0607')",8.711803,8.166363,5.371583,5.553444
110,095841.01+592601.3,"Spectra(plate='5719', mjd='56014', fiber='0142')","Spectra(plate='8194', mjd='57401', fiber='0962')",21.082283,24.188126,10.647239,10.757149
111,095901.24+550408.2,"Spectra(plate='8188', mjd='57348', fiber='0892')","Spectra(plate='0945', mjd='52652', fiber='0436')",8.721151,6.0657496,1.6992836,1.6923829
112,095901.24+550408.2,"Spectra(plate='8188', mjd='57348', fiber='0892')","Spectra(plate='0945', mjd='52652', fiber='0436')",8.721151,7.07347,3.9584365,3.9851882
113,095907.14+162121.5,"Spectra(plate='5326', mjd='56002', fiber='0238')","Spectra(plate='2585', mjd='54097', fiber='0235')",8.8126545,11.340002,6.6417766,6.5074887
114,100308.28+133806.4,"Spectra(plate='5328', mjd='55982', fiber='0744')","Spectra(plate='2586', mjd='54169', fiber='0261')",8.848612,7.6334333,8.187186,8.143479
115,100330.05+475331.3,"Spectra(plate='7329', mjd='56719', fiber='0690')","Spectra(plate='6663', mjd='56338', fiber='0796')",3.7336416,5.6180925,1.3512158,1.3579991
